student_id,reg_no,name,dob,gender,entry_gpa,socio_econ
426,23BDS1426,Gregory Ponce,2004-06-05,F,8.23,mid
427,23BDS1427,Jenna Larson,2006-02-21,F,6.13,mid
428,23BDS1428,Emily Bennett,2005-02-11,O,7.62,high
429,23BDS1429,Robin Santiago,2008-04-01,M,7.95,mid
430,23BDS1430,Nancy Jennings,2007-02-13,O,5.42,mid
431,23BDS1431,Maria Henderson,2005-07-02,F,5.94,low
432,23BDS1432,Jack White,2003-09-09,M,5.16,high
433,23BDS1433,Travis Tucker,2001-07-21,O,6.76,mid
434,23BDS1434,Chad Jones,2005-08-25,O,7.65,low
435,23BDS1435,Ashley Wise,2006-12-22,F,8.35,low
436,23BDS1436,Sophia Johnson,2002-04-24,O,7.07,low
437,23BDS1437,Ralph Anderson,2000-01-15,F,8.47,low
438,23BDS1438,Christopher Guerra,2005-02-18,F,5.76,mid
439,23BDS1439,Rhonda Martin,2004-05-18,M,5.47,low
440,23BDS1440,Jason Rhodes,2001-10-27,M,6.95,high
441,23BDS1441,Jeremy Mitchell,2001-04-06,O,7.35,high
442,23BDS1442,Joann Ferguson,2000-01-23,F,6.97,mid
443,23BDS1443,Robert Harrison,2001-11-21,F,5.14,low
444,23BDS1444,Holly Valentine,1999-09-28,M,6.92,high
445,23BDS1445,Mrs. Diane Reyes,2001-02-25,M,5.83,low
446,23BDS1446,Tracy Montoya,2008-09-16,F,7.6,high
447,23BDS1447,Brenda Wright,2006-10-03,M,7.33,high
448,23BDS1448,Shelly Spencer,2002-12-01,O,6.15,high
449,23BDS1449,Ryan Rosales,2003-04-18,F,6.54,mid
450,23BDS1450,Phillip Nelson,2005-01-05,M,6.05,high
451,23BDS1451,Brittany Kim,2004-05-25,O,6.94,low
452,23BDS1452,Courtney Hayes,2006-05-16,F,7.86,mid
453,23BDS1453,Alexander Brown,2000-05-09,O,6.11,mid
454,23BDS1454,Cynthia Vang,2000-07-19,O,7.45,high
455,23BDS1455,Alfred Galvan,2002-04-19,F,6.52,mid
456,23BDS1456,Marie Moody,2007-03-17,O,6.29,high
457,23BDS1457,Dustin Gallegos,2007-12-22,M,6.9,low
458,23BDS1458,Brenda Thornton,2002-11-14,M,6.07,mid
459,23BDS1459,Aaron Miller,2008-05-29,M,6.5,high
460,23BDS1460,Ruben Dunn,2002-03-24,O,5.92,mid
461,23BDS1461,Kelsey Rodriguez,2005-03-12,M,8.77,mid
462,23BDS1462,Eric Williams,2001-06-27,O,7.03,low
463,23BDS1463,Riley Bryant,2008-02-08,M,6.37,high
464,23BDS1464,Taylor Carlson,2004-11-29,F,7.19,high
465,23BDS1465,Jose Allen,2002-02-01,O,6.9,low
466,23BDS1466,Jeffrey Mendez,2003-05-27,O,6.8,low
467,23BDS1467,Jason Beck,2000-09-11,M,7.55,high
468,23BDS1468,William Jones,2000-05-22,F,7.68,mid
469,23BDS1469,Katie Mcneil,2002-05-21,M,6.52,low
470,23BDS1470,Jeanette Harrison,2008-04-05,M,6.48,low
471,23BDS1471,Veronica King,2006-12-19,F,6.75,mid
472,23BDS1472,Richard Cooper,2008-05-07,F,4.93,high
473,23BDS1473,Lori Ingram,2007-08-16,M,5.64,mid
474,23BDS1474,Evelyn Williams,2007-01-21,F,8.23,low
475,23BDS1475,Robin Thompson,2004-11-29,M,8.48,mid
476,23BDS1476,Julie Dominguez,2005-12-26,O,6.78,high
477,23BDS1477,Robin Brown,2008-06-07,M,7.52,low
478,23BDS1478,Judith Carter,2004-10-21,O,7.28,mid
479,23BDS1479,Curtis Williams,2006-09-01,M,9.5,high
480,23BDS1480,Kaylee Hays,2006-07-22,F,8.01,high
481,23BDS1481,Dawn Mullins,2008-05-22,O,6.88,high
482,23BDS1482,Howard Norman,2003-11-13,F,6.14,high
483,23BDS1483,Evelyn Martinez,2003-11-19,O,5.55,high
484,23BDS1484,Steve Paul,2005-01-07,O,7.18,high
485,23BDS1485,Jasmine Beltran,1999-12-25,M,6.32,low
486,23BDS1486,Jonathan Glass MD,2000-10-13,M,5.72,high
487,23BDS1487,Monica Miller,2000-05-06,M,6.42,high
488,23BDS1488,Samantha Gardner,2005-06-10,M,6.03,high
489,23BDS1489,Bobby Guerrero,2008-09-07,F,8.52,mid
490,23BDS1490,Lance Simmons,2005-10-30,M,7.79,low
491,23BDS1491,Heather Williams,2001-10-22,M,6.99,low
492,23BDS1492,Heather Bolton,2002-07-31,O,8.33,mid
493,23BDS1493,William Gould,2008-05-03,F,7.07,high
494,23BDS1494,Mark Cox,2004-05-21,F,6.22,mid
495,23BDS1495,Meghan Cisneros,1999-10-28,O,8.37,mid
496,23BDS1496,Lawrence Harrington,2007-03-25,O,7.49,mid
497,23BDS1497,Austin Osborne,2001-12-21,M,6.07,low
498,23BDS1498,James Bradley,2000-07-28,F,6.83,low
499,23BDS1499,Meghan Rush,2005-10-20,M,6.21,low
500,23BDS1500,Phillip Berry,2007-02-16,O,5.76,high
501,23BDS1501,Jennifer Banks,2000-06-02,M,7.83,high
502,23BDS1502,Brian Fitzgerald,2008-02-14,F,8.72,mid
503,23BDS1503,Mr. Justin Green III,2004-01-10,M,5.74,low
504,23BDS1504,Zachary Mitchell,2002-12-02,F,7.51,low
505,23BDS1505,Katherine Martinez,2007-10-15,M,6.41,high
506,23BDS1506,Jodi Roach,2002-02-27,M,6.56,high
507,23BDS1507,Brandon Fleming,2008-04-06,F,6.47,low
508,23BDS1508,Emma Reed,2005-11-20,F,6.22,low
509,23BDS1509,Joshua Vance,2007-12-05,F,7.04,high
510,23BDS1510,Michelle Ho,2004-03-24,M,6.25,high
511,23BDS1511,Rebecca Hicks,2001-07-14,M,7.24,low
512,23BDS1512,Curtis Taylor,2006-05-11,M,6.95,mid
513,23BDS1513,Allison Spencer,2007-08-05,O,6.78,mid
514,23BDS1514,Robert Arnold,2001-08-06,M,6.18,mid
515,23BDS1515,Angelica Parker,2001-07-24,F,6.48,mid
516,23BDS1516,Dr. Kelly Hammond DVM,2001-12-25,F,7.68,low
517,23BDS1517,William Day,2005-04-21,F,7.45,mid
518,23BDS1518,Michael Cooper,2001-02-20,M,6.12,mid
519,23BDS1519,Penny Bowman,2000-09-11,F,7.09,high
520,23BDS1520,Vincent Reynolds,2008-01-08,F,7.68,mid
521,23BDS1521,Amy Martinez,2005-10-27,O,5.5,high
522,23BDS1522,Christopher Morris,2005-09-16,O,7.49,high
523,23BDS1523,Hannah Everett,2005-04-06,F,6.4,low
524,23BDS1524,Sarah King,2006-08-13,O,7.51,low
525,23BDS1525,Krista Martinez,2004-08-11,O,6.31,low
526,23BDS1526,Joseph Shaw,2000-02-12,F,5.38,low
527,23BDS1527,Todd Moore,2004-01-29,M,5.54,high
528,23BDS1528,Michelle Jacobs,2005-04-28,M,7.04,low
529,23BDS1529,Kristy Bryan,2004-03-02,F,7.23,high
530,23BDS1530,Angel May,2008-08-09,M,6.19,low
531,23BDS1531,Marilyn Wang,2007-10-24,O,7.57,mid
532,23BDS1532,Mark Jimenez,2007-07-23,F,5.5,mid
533,23BDS1533,Donna Frye,2004-02-26,M,6.94,high
534,23BDS1534,Dr. Michael Evans,2008-08-06,M,5.91,mid
535,23BDS1535,Anthony Gonzales,2007-12-25,O,6.41,mid
536,23BDS1536,Mr. Lawrence Edwards,2002-04-05,F,7.04,high
537,23BDS1537,Morgan Valencia,2001-09-26,F,6.23,mid
538,23BDS1538,Bianca Wood,2004-12-05,O,6.65,mid
539,23BDS1539,Emma Owens,2000-03-23,F,7.91,mid
540,23BDS1540,David Davis,2006-12-06,F,6.48,low
541,23BDS1541,James Gilbert,2004-01-16,O,7.75,high
542,23BDS1542,Sean Moore,2004-08-09,O,5.98,low
543,23BDS1543,Kenneth Edwards,2004-04-05,M,7.48,mid
544,23BDS1544,Kathleen Robertson,2003-04-13,F,8.3,mid
545,23BDS1545,Mr. Alexander Landry MD,2005-11-30,O,4.78,low
546,23BDS1546,Cindy Gomez,2001-04-23,M,6.28,mid
547,23BDS1547,Johnny Khan,2008-07-11,F,7.52,high
548,23BDS1548,Julie Herrera,2006-01-08,M,6.82,high
549,23BDS1549,Jessica Khan,2003-11-17,O,7.33,high
550,23BDS1550,Pamela Diaz,2005-12-10,F,6.46,mid
551,23BDS1551,Kelly Lee,1999-11-04,M,7.08,high
552,23BDS1552,Angel Gordon,2001-08-19,O,6.86,high
553,23BDS1553,Diana Hays,2004-12-19,O,8.05,mid
554,23BDS1554,Barbara Hester,2002-09-01,O,7.23,low
555,23BDS1555,Robert Morgan,2005-04-02,O,7.3,low
556,23BDS1556,Nicole Gonzalez,2002-01-27,O,6.63,mid
557,23BDS1557,Kathryn Williams,2004-09-03,O,6.56,high
558,23BDS1558,Gary Wells,2001-11-14,O,6.61,low
559,23BDS1559,Larry Robertson,2003-12-24,M,7.36,low
560,23BDS1560,Louis Martin,2005-04-03,F,6.62,low
561,23BDS1561,Nancy Evans MD,2003-01-12,F,7.26,mid
562,23BDS1562,Kim Erickson,2004-03-23,M,8.87,low
563,23BDS1563,Robert Richardson,2001-08-19,O,7.78,low
564,23BDS1564,Veronica Silva,2006-01-16,F,6.71,mid
565,23BDS1565,Molly Watts,2003-02-02,O,8.08,mid
566,23BDS1566,John Coffey,2007-06-06,F,6.63,mid
567,23BDS1567,Paula Lane,2002-04-03,O,5.17,low
568,23BDS1568,Lauren Jackson,2001-05-10,M,6.09,low
569,23BDS1569,Lisa Randall,2000-12-01,O,5.32,mid
570,23BDS1570,Michael Johnson,2004-12-02,F,6.68,high
571,23BDS1571,Ashley Smith,2001-10-17,O,7.02,mid
572,23BDS1572,Christian Vaughn,2000-08-20,F,8.51,low
573,23BDS1573,Reginald Knapp,2002-03-02,O,7.29,low
574,23BDS1574,Nancy Brown,2001-11-10,F,6.8,mid
575,23BDS1575,Daniel Nguyen,2003-08-18,F,7.75,high
576,23BDS1576,Kelly Edwards,2003-03-02,F,5.01,high
577,23BDS1577,Thomas Peterson,2001-01-18,O,7.21,low
578,23BDS1578,Raymond Le,2008-05-15,F,7.69,high
579,23BDS1579,Melissa Bishop,2001-01-30,O,5.67,high
580,23BDS1580,David Grant,2006-12-28,M,8.03,high
581,23BDS1581,William Evans,2001-04-29,M,7.3,mid
582,23BDS1582,Daniel Bush,2004-03-26,F,6.63,low
583,23BDS1583,Gregory Peck,2008-09-12,O,7.57,mid
584,23BDS1584,Denise Martinez,2007-05-20,F,9.04,high
585,23BDS1585,Jamie Baird,2004-05-22,O,7.16,low
586,23BDS1586,Tina Ballard,2006-03-23,O,7.22,mid
587,23BDS1587,Dwayne Klein,2006-10-22,M,6.59,low
588,23BDS1588,Jeremy Scott,2002-06-09,O,6.24,mid
589,23BDS1589,Dale Ryan,2004-10-18,O,7.75,low
590,23BDS1590,Melissa Taylor,2004-11-06,F,6.23,mid
591,23BDS1591,Laurie Sanchez,2003-04-28,F,7.06,high
592,23BDS1592,Kiara Little,2005-12-14,O,6.57,mid
593,23BDS1593,Jason Love,2000-04-11,M,7.43,high
594,23BDS1594,Randy Smith,2007-01-23,F,7.3,mid
595,23BDS1595,Tanya Russell,2004-01-10,F,7.93,high
596,23BDS1596,Sherry Woods,2005-05-28,M,6.54,high
597,23BDS1597,Victor Morris,2003-10-15,F,6.76,mid
598,23BDS1598,Susan Davis,2002-10-01,O,6.12,mid
599,23BDS1599,Kimberly Sharp,2002-12-26,O,6.6,low
600,23BDS1600,Susan Thompson,2004-10-12,O,7.34,mid
601,23BDS1601,Casey Gillespie,2008-02-15,F,7.68,low
602,23BDS1602,Jennifer Simpson DVM,2002-01-21,F,6.17,mid
603,23BDS1603,Tammy Mcdowell,1999-12-01,F,7.78,low
604,23BDS1604,Keith Rodriguez,2000-10-29,F,8.22,high
605,23BDS1605,Mrs. Virginia Daniels,2007-07-18,O,7.37,mid
606,23BDS1606,Todd Rosales MD,2008-05-28,M,8.69,high
607,23BDS1607,Brian Martin,2001-07-12,O,6.3,mid
608,23BDS1608,David Lopez,2004-12-02,F,5.88,low
609,23BDS1609,Rachel Bradley,2005-07-31,O,5.4,mid
610,23BDS1610,Casey Chase,2001-04-22,M,8.35,low
611,23BDS1611,Samantha Robertson,2006-10-05,O,7.59,low
612,23BDS1612,Michael Lopez,2002-12-07,M,6.95,mid
613,23BDS1613,Franklin Wright,2005-10-18,F,7.25,high
614,23BDS1614,David Molina,2004-02-15,O,5.99,mid
615,23BDS1615,Elizabeth Sharp,2006-05-14,O,9.2,high
616,23BDS1616,Matthew Schwartz,2007-09-30,O,7.12,low
617,23BDS1617,Bryan Parker,2003-03-02,O,7.1,mid
618,23BDS1618,Jonathan Jacobson,2002-04-26,F,7.65,mid
619,23BDS1619,Emily Wilson,2005-06-04,M,7.43,high
620,23BDS1620,Elizabeth Mendez,2001-01-15,M,7.2,mid
621,23BDS1621,Casey Hernandez,2001-03-30,O,6.29,low
622,23BDS1622,Lisa Perry,2007-01-03,F,7.42,mid
623,23BDS1623,Kaitlin Medina,2002-10-10,M,8.69,low
624,23BDS1624,Colleen Wright,2005-06-02,M,8.21,low
625,23BDS1625,Shelley Miller,2004-11-18,M,8.43,high
626,23BDS1626,Michael Miller,2007-05-19,M,6.54,high
627,23BDS1627,Amy Kelley,2000-05-18,M,6.11,low
628,23BDS1628,Laura Hernandez,2001-03-12,M,6.89,high
629,23BDS1629,Joseph Wilson,2001-10-16,F,7.05,high
630,23BDS1630,Kevin Davis,2002-08-03,O,7.98,low
631,23BDS1631,Rhonda Chavez,2002-05-11,M,5.48,mid
632,23BDS1632,Joyce Brown,2002-02-22,F,8.38,mid
633,23BDS1633,Robert Cummings,2005-07-16,F,6.86,high
634,23BDS1634,Robert Reese,2002-03-06,O,6.62,high
635,23BDS1635,Amber Cooper,2003-09-28,O,6.09,low
636,23BDS1636,Zachary Michael,2007-07-03,M,5.51,low
637,23BDS1637,Timothy Johnson,2003-01-03,O,7.74,low
638,23BDS1638,Randy Cannon,2005-01-07,O,7.07,low
639,23BDS1639,Maria Fisher,2008-06-05,F,5.84,mid
640,23BDS1640,Janet Kane DVM,2003-06-19,F,5.83,low
641,23BDS1641,Michael Stanley,2001-05-23,F,6.7,low
642,23BDS1642,Martha Bailey,1999-12-11,M,8.5,high
643,23BDS1643,Joshua Rice,2006-04-15,M,6.77,low
644,23BDS1644,Courtney Smith,2005-09-11,O,5.65,high
645,23BDS1645,Edwin Nunez,2008-03-15,O,6.78,low
646,23BDS1646,Kim Morrow,2006-01-16,M,6.75,low
647,23BDS1647,Gregory Hill,2000-06-16,M,4.57,high
648,23BDS1648,Molly Rodriguez,2001-03-28,F,6.95,mid
649,23BDS1649,Jennifer Miranda,2000-08-30,M,6.79,mid
650,23BDS1650,Alexis Harris,2000-04-23,M,7.63,high
651,23BDS1651,Andrew Harper,2007-08-25,O,8.66,high
652,23BDS1652,Amber Yang,2004-09-03,O,8.01,mid
653,23BDS1653,David Robinson,1999-12-22,F,6.76,high
654,23BDS1654,Amy Gordon,2003-04-24,M,6.0,high
655,23BDS1655,Robert Dennis,2006-08-16,O,9.32,high
656,23BDS1656,Kyle Chambers,2000-06-26,M,7.05,high
657,23BDS1657,Eric Thomas,2002-02-05,M,7.01,high
658,23BDS1658,Connie Turner,2001-02-18,F,6.98,mid
659,23BDS1659,Travis Hobbs,2005-08-19,M,7.18,high
660,23BDS1660,Lori Simmons,2007-09-16,F,6.87,mid
661,23BDS1661,William David DDS,2002-07-10,O,6.48,low
662,23BDS1662,Emma Butler,2001-12-18,O,6.51,mid
663,23BDS1663,James Webster,2002-04-18,O,6.97,low
664,23BDS1664,Samuel Turner,2005-05-17,O,6.51,mid
665,23BDS1665,Renee Melendez,2000-12-01,F,6.36,mid
666,23BDS1666,Tracy Grant,2007-04-15,F,7.1,high
667,23BDS1667,David Harris,1999-12-29,O,6.77,mid
668,23BDS1668,Tammy Boone,2005-09-16,O,8.35,mid
669,23BDS1669,Nathaniel Lee,2007-06-25,O,4.61,high
670,23BDS1670,Michael Morrison,2002-08-31,F,7.98,low
671,23BDS1671,Chelsea Gill,2004-01-09,O,8.12,mid
672,23BDS1672,Kristin Mendoza,2008-07-06,F,5.13,high
673,23BDS1673,Felicia Krueger,2004-08-08,M,6.69,low
674,23BDS1674,Timothy Hayden,2002-03-10,O,6.67,mid
675,23BDS1675,Zachary Mendoza,2003-09-28,F,5.73,mid
676,23BDS1676,Larry Harris,2008-06-18,F,6.3,mid
677,23BDS1677,Kristen Rowe,2006-01-06,F,6.0,low
678,23BDS1678,Joseph Howard,2001-05-01,M,8.58,low
679,23BDS1679,Jose Crawford,2005-02-11,O,7.84,mid
680,23BDS1680,William Harrison,2005-06-01,F,8.14,mid
681,23BDS1681,Suzanne Wood,2005-06-17,O,7.65,low
682,23BDS1682,Justin Walker,2004-10-24,F,5.98,high
683,23BDS1683,Dean Donovan,2004-06-13,O,6.53,low
684,23BDS1684,Jennifer Hernandez,2005-06-29,M,7.44,high
685,23BDS1685,James Whitaker,2002-07-11,F,5.9,high
686,23BDS1686,Mr. Michael Scott PhD,2002-11-11,F,7.64,high
687,23BDS1687,Maria Henry,2004-08-05,M,6.78,mid
688,23BDS1688,Robert Jackson,2006-12-24,O,6.66,mid
689,23BDS1689,Katherine Stark,2003-09-18,F,7.64,high
690,23BDS1690,Maria Brown,2003-01-11,M,7.4,high
691,23BDS1691,Ryan Landry,2002-01-28,F,6.68,high
692,23BDS1692,Pamela Gutierrez,2002-06-21,F,8.04,low
693,23BDS1693,Crystal Mann,1999-09-28,F,6.03,mid
694,23BDS1694,Jonathan Brooks,2007-01-28,O,7.55,high
695,23BDS1695,Mary Jensen,2007-05-16,M,7.53,high
696,23BDS1696,Mr. Aaron Arnold,2002-10-31,M,6.72,low
697,23BDS1697,Joseph Hill,2003-12-17,M,7.29,mid
698,23BDS1698,Alicia Li,1999-10-24,M,5.87,high
699,23BDS1699,Renee Browning,2008-01-14,F,7.83,mid
700,23BDS1700,Brent Hernandez,2008-04-05,O,6.83,high
701,23BDS1701,Joseph Ochoa,2004-01-12,M,6.53,low
702,23BDS1702,James Watson,1999-10-27,O,7.94,low
703,23BDS1703,Karl Branch,2003-08-12,M,6.37,mid
704,23BDS1704,Michael Abbott,2002-05-17,M,5.73,low
705,23BDS1705,Shannon Malone,2001-10-26,F,5.6,mid
706,23BDS1706,James Tran,1999-10-20,F,7.55,high
707,23BDS1707,Adam Jackson,2003-02-06,F,5.85,low
708,23BDS1708,Mr. Richard Knight PhD,2003-06-11,O,8.58,high
709,23BDS1709,Joseph Williams,2004-10-13,F,5.13,high
710,23BDS1710,Sean Clay,2003-04-16,F,8.53,low
711,23BDS1711,Anthony Jones,2001-03-16,M,7.19,low
712,23BDS1712,Stephanie Elliott,2006-05-16,M,6.91,low
713,23BDS1713,Timothy Edwards,2003-03-31,F,6.51,high
714,23BDS1714,Laurie Goodwin,2003-02-22,F,7.36,mid
715,23BDS1715,Jennifer Jones,2002-02-07,O,6.97,mid
716,23BDS1716,David Davenport,2003-07-16,O,7.99,high
717,23BDS1717,Steven Rivera,2001-11-22,M,7.1,high
718,23BDS1718,Brenda Hinton,2006-08-14,O,7.14,high
719,23BDS1719,Kathryn Mccann,2007-12-05,F,6.67,low
720,23BDS1720,Jeffrey Roberson,2007-01-03,F,6.95,mid
721,23BDS1721,Randy Friedman,2005-11-25,M,7.28,mid
722,23BDS1722,Raymond Johnson,2002-04-20,F,5.46,mid
723,23BDS1723,Willie Henry,2006-06-04,F,5.79,mid
724,23BDS1724,Todd Reynolds,2007-01-07,F,7.67,mid
725,23BDS1725,Mary Miller,2003-06-15,F,7.15,mid
726,23BDS1726,Rebecca Marquez,2007-06-03,O,6.83,high
727,23BDS1727,Christian Dawson,2001-05-18,O,7.02,high
728,23BDS1728,Nancy Stewart,2002-05-06,O,7.31,low
729,23BDS1729,Aaron Parker,2005-06-21,O,6.51,high
730,23BDS1730,Derrick Anderson,2005-04-19,O,6.3,high
731,23BDS1731,Jerry Peters,2002-03-09,M,7.18,mid
732,23BDS1732,Alexander Gomez,2005-05-05,F,6.12,low
733,23BDS1733,Kyle Nguyen,2001-06-05,M,7.37,mid
734,23BDS1734,Edgar Hughes,1999-11-29,F,5.47,low
735,23BDS1735,Steven Stein,2000-03-08,F,7.93,high
736,23BDS1736,Laura Jackson,2004-07-20,F,7.43,high
737,23BDS1737,Charles Turner,2001-05-30,M,7.23,mid
738,23BDS1738,Arthur Hamilton MD,2000-08-28,F,7.88,mid
739,23BDS1739,Mr. David Wright,2002-02-28,F,8.5,mid
740,23BDS1740,Linda Gonzalez,2006-03-05,O,7.91,high
741,23BDS1741,Eric Rush,2006-04-13,O,5.34,high
742,23BDS1742,Manuel Brock,2001-10-31,F,5.85,high
743,23BDS1743,George Ochoa,2001-02-03,O,6.44,low
744,23BDS1744,Valerie Taylor,2004-03-06,M,7.02,mid
745,23BDS1745,Travis Harris,2002-10-25,F,7.47,low
746,23BDS1746,Vincent Novak,2002-07-17,M,6.35,high
747,23BDS1747,Michael Henry,2006-12-07,O,7.17,high
748,23BDS1748,Dana Bennett,2008-09-20,O,6.32,low
749,23BDS1749,Jenna Wilson,2003-11-29,M,6.45,mid
750,23BDS1750,Leslie Gardner,2006-11-11,F,5.73,mid
751,23BDS1751,Krista Benton,2002-09-16,O,6.17,high
752,23BDS1752,Michael Gonzales,2007-05-01,O,5.78,high
753,23BDS1753,Michael Fuentes,2008-04-21,O,6.12,high
754,23BDS1754,Jennifer Porter,2000-03-29,M,7.95,mid
755,23BDS1755,Dana Hopkins,2006-09-20,M,6.15,low
756,23BDS1756,Rachel Jones,2000-05-18,O,9.37,high
757,23BDS1757,Karen Morales DDS,2003-12-20,F,7.44,high
758,23BDS1758,Melissa Stephens,2001-06-19,M,7.17,low
759,23BDS1759,Heather Woodard,2007-04-24,F,6.23,mid
760,23BDS1760,Margaret Miller,2007-02-04,M,7.63,high
761,23BDS1761,Mary Kelly,2007-03-12,M,6.48,mid
762,23BDS1762,Amanda Terrell,2000-11-01,F,7.11,high
763,23BDS1763,Jennifer Goodwin,2006-08-26,F,9.3,mid
764,23BDS1764,Jessica Smith,2001-12-23,F,6.91,low
765,23BDS1765,Jorge Stone,2006-09-05,M,8.03,high
766,23BDS1766,Laura Griffin,2003-09-22,F,6.37,high
767,23BDS1767,Raymond Chapman,2006-05-18,F,6.97,high
768,23BDS1768,Haley Johnson,2000-01-15,F,8.59,high
769,23BDS1769,Jason Nixon,2003-11-20,F,6.44,high
770,23BDS1770,Todd Thomas,2006-09-05,F,8.63,low
771,23BDS1771,Jesse Clark,2004-06-05,F,7.64,high
772,23BDS1772,Mr. Jeffrey Horton,2008-07-30,F,6.49,high
773,23BDS1773,Eric Patrick,2003-12-29,M,7.57,mid
774,23BDS1774,Samuel Wong,2005-11-14,F,7.88,high
775,23BDS1775,Carly Riggs,2002-07-19,M,7.56,mid
776,23BDS1776,Christopher Moore,2002-08-24,O,5.59,low
777,23BDS1777,Tina Hall,2005-05-26,O,6.35,mid
778,23BDS1778,Cody Davidson,2000-02-12,M,6.78,mid
779,23BDS1779,Allen Mendez,2008-03-05,F,6.93,low
780,23BDS1780,Kevin Price,2004-06-04,M,7.56,low
781,23BDS1781,Christine Goodwin,2002-01-06,O,7.16,mid
782,23BDS1782,Amy Garcia,2005-06-26,M,5.8,mid
783,23BDS1783,Chelsea Nguyen,2001-07-11,O,7.34,low
784,23BDS1784,Dennis Huffman,2007-09-23,M,7.55,low
785,23BDS1785,Margaret Harper,2007-07-06,M,7.5,low
786,23BDS1786,Laurie Bailey,2001-09-12,M,7.97,low
787,23BDS1787,Lisa Cervantes,2000-10-02,M,7.75,low
788,23BDS1788,Elizabeth Mendez,2005-06-08,M,7.41,mid
789,23BDS1789,Cesar Wilson,2002-08-29,O,6.94,low
790,23BDS1790,Clayton Steele,2001-03-30,M,5.51,high
791,23BDS1791,Jennifer Taylor,2002-03-22,M,7.39,high
792,23BDS1792,Cody Reid,2000-10-24,M,7.19,high
793,23BDS1793,Maria Cooke,2006-11-03,F,7.24,high
794,23BDS1794,Katherine Taylor,1999-10-26,O,5.85,low
795,23BDS1795,Jerry Brown,2000-02-12,M,6.03,high
796,23BDS1796,Adam Taylor,2006-10-16,O,7.95,mid
797,23BDS1797,Tracey Wagner,2004-01-06,M,6.96,high
798,23BDS1798,Michael Perry PhD,2005-02-07,F,7.61,low
799,23BDS1799,Bradley Johnson DDS,2003-01-30,O,7.03,high
800,23BDS1800,Donald Medina,2000-07-17,F,7.03,mid
801,23BDS1801,Jim Newton,2001-02-26,F,7.84,low
802,23BDS1802,Krista Wilson,2000-07-23,M,6.54,low
803,23BDS1803,Reginald Morrow,2005-04-22,O,7.09,low
804,23BDS1804,Rodney Williams,2008-02-12,O,6.58,high
805,23BDS1805,Kimberly Fritz,2008-09-17,O,6.61,high
806,23BDS1806,Ronald Potter,2005-05-13,O,6.72,low
807,23BDS1807,Zachary Cole,2000-04-10,M,7.2,high
808,23BDS1808,Robert Gonzales,2005-07-16,M,6.57,mid
809,23BDS1809,Patricia Young PhD,2006-01-18,F,8.13,low
810,23BDS1810,Heather Page,2006-11-11,M,6.19,mid
811,23BDS1811,Carol Taylor,2000-11-13,O,6.83,mid
812,23BDS1812,Daniel Brown,2001-10-31,M,6.6,high
813,23BDS1813,Douglas Ryan,2008-07-28,F,8.3,high
814,23BDS1814,Michael Roberts,2006-11-01,O,7.18,low
815,23BDS1815,Scott Duke,2006-07-20,O,7.93,mid
816,23BDS1816,Anna Estes,2006-12-27,F,5.66,high
817,23BDS1817,Tamara Riddle,2003-09-08,F,7.24,mid
818,23BDS1818,Beth Cline,2001-06-22,O,7.8,high
819,23BDS1819,Michael Poole,2005-12-10,M,7.07,mid
820,23BDS1820,Megan Burns,2002-12-17,M,7.96,low
821,23BDS1821,Debra Perry,2000-12-12,O,6.53,high
822,23BDS1822,Mark Beard,2007-10-29,O,8.27,low
823,23BDS1823,Jose Ramirez,2004-02-08,O,9.07,mid
824,23BDS1824,Jackie Clements,2003-09-04,M,6.67,mid
825,23BDS1825,Aaron Schroeder,2002-05-23,M,6.6,low
826,23BDS1826,Monica Ellis,2006-01-04,O,8.31,mid
827,23BDS1827,Heather Brown,2001-06-11,F,8.42,high
828,23BDS1828,Claudia Jordan,2001-06-01,O,6.53,high
829,23BDS1829,Derrick Clayton,2002-11-13,O,6.62,mid
830,23BDS1830,Kenneth Knight,2006-05-01,M,6.75,mid
831,23BDS1831,Mr. Michael Williams,2002-03-20,O,5.79,mid
832,23BDS1832,Richard Stevens,2007-03-22,M,6.17,mid
833,23BDS1833,Scott Alexander,2007-12-20,F,6.1,high
834,23BDS1834,Tyler Harris,2004-09-23,O,6.31,high
835,23BDS1835,Bonnie Santos,2000-05-10,F,6.97,mid
836,23BDS1836,Timothy Hill,2001-02-17,O,7.21,low
837,23BDS1837,Danielle Watson,2002-05-26,F,8.4,low
838,23BDS1838,Carol Sanders,2002-02-08,M,6.1,high
839,23BDS1839,Michael Young,2003-01-16,O,7.89,low
840,23BDS1840,Michele Smith,1999-09-29,O,6.81,mid
841,23BDS1841,Casey Perez,2005-06-24,F,6.96,low
842,23BDS1842,Alexandra Dominguez,2003-02-24,M,7.61,high
843,23BDS1843,Virginia Henderson,2001-05-29,F,5.99,mid
844,23BDS1844,Benjamin Reyes,1999-11-27,F,7.34,mid
845,23BDS1845,Ashley Edwards,2007-06-14,M,7.15,high
846,23BDS1846,Breanna Ayala,2006-09-21,F,7.44,low
847,23BDS1847,Brandi Haney,2001-11-20,F,7.26,high
848,23BDS1848,Joseph Smith,2006-03-24,O,9.21,high
849,23BDS1849,Jessica Bowen,2005-08-30,F,6.43,low
850,23BDS1850,Brittany Jenkins,2004-08-03,O,6.52,mid
851,23BDS1851,Shannon Miller,2003-03-24,M,6.44,low
